x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-114.01306111111111,50.511944444444445,AZURE,3030450,3030450.2022.1.13,2022-01-13 00:00:00,AB,2022,1,13,4.5,,-1.9,,11,,0,,,,,,,,,M,,M,0,,13.5,,,M,,M
-114.01306111111111,50.511944444444445,AZURE,3030450,3030450.2022.1.14,2022-01-14 00:00:00,AB,2022,1,14,1.3,,-2.5,,5.2,,0,,,,,,,,,M,,M,0,,16.7,,,M,,M
-114.01306111111111,50.511944444444445,AZURE,3030450,3030450.2022.1.15,2022-01-15 00:00:00,AB,2022,1,15,4.1,,-1.1,,9.3,,0,,,,,,,,,M,,M,0,,13.9,,40,,64,
-114.01306111111111,50.511944444444445,AZURE,3030450,3030450.2022.1.16,2022-01-16 00:00:00,AB,2022,1,16,1.4,,-5.9,,8.7,,0,,,,,,,,,M,,M,0,,16.6,,42,,74,
-114.01306111111111,50.511944444444445,AZURE,3030450,3030450.2022.1.17,2022-01-17 00:00:00,AB,2022,1,17,2.1,,-7,,11.2,,0,,,,,,,,,M,,M,0,,15.9,,33,,92,
-114.01306111111111,50.511944444444445,AZURE,3030450,3030450.2022.1.18,2022-01-18 00:00:00,AB,2022,1,18,-16.4,,-25.8,,-7,,1.4,,,,,,,,,M,,M,0,,34.4,,77,,93,
-114.01306111111111,50.511944444444445,AZURE,3030450,3030450.2022.1.19,2022-01-19 00:00:00,AB,2022,1,19,-15.8,,-26.7,,-4.9,,,M,,,,,,,,M,,M,0,,33.8,,59,,91,
-114.01306111111111,50.511944444444445,AZURE,3030450,3030450.2022.1.20,2022-01-20 00:00:00,AB,2022,1,20,0.6,,-7.6,,8.8,,,M,,,,,,,,M,,M,0,,17.4,,45,,63,
-114.01306111111111,50.511944444444445,AZURE,3030450,3030450.2022.1.21,2022-01-21 00:00:00,AB,2022,1,21,0.4,,-5.7,,6.4,,0,,,,,,,,,M,,M,0,,17.6,,43,,87,
-114.01306111111111,50.511944444444445,AZURE,3030450,3030450.2022.1.22,2022-01-22 00:00:00,AB,2022,1,22,6,,-1.4,,13.3,,0,,,,,,,,,M,,M,0,,12,,32,,76,
-112.3,49.8,BARNWELL AGDM,3030525,3030525.2022.1.1,2022-01-01 00:00:00,AB,2022,1,1,-17.9,,-32.2,,-3.6,,0,,,,,,,,23,,81,,0,,35.9,,59,,78,
-112.3,49.8,BARNWELL AGDM,3030525,3030525.2022.1.2,2022-01-02 00:00:00,AB,2022,1,2,-1.4,,-4.3,,1.5,,0,,,,,,,,24,,86,,0,,19.4,,49,,81,
-112.3,49.8,BARNWELL AGDM,3030525,3030525.2022.1.3,2022-01-03 00:00:00,AB,2022,1,3,-13.2,,-22.1,,-4.3,,0,,,,,,,,32,,45,,0,,31.2,,73,,98,
-112.3,49.8,BARNWELL AGDM,3030525,3030525.2022.1.4,2022-01-04 00:00:00,AB,2022,1,4,-25.5,,-29,,-22.1,,0,,,,,,,,34,,48,,0,,43.5,,63,,78,
-112.3,49.8,BARNWELL AGDM,3030525,3030525.2022.1.5,2022-01-05 00:00:00,AB,2022,1,5,-27.5,,-32.3,,-22.8,,0.4,,,,,,,,,,,,0,,45.5,,64,,79,
-112.3,49.8,BARNWELL AGDM,3030525,3030525.2022.1.6,2022-01-06 00:00:00,AB,2022,1,6,-24.4,,-32.6,,-16.1,,0,,,,,,,,14,,37,,0,,42.4,,73,,84,
-112.3,49.8,BARNWELL AGDM,3030525,3030525.2022.1.7,2022-01-07 00:00:00,AB,2022,1,7,-19.1,,-21.9,,-16.3,,0,,,,,,,,32,,41,,0,,37.1,,66,,86,
-112.3,49.8,BARNWELL AGDM,3030525,3030525.2022.1.8,2022-01-08 00:00:00,AB,2022,1,8,-19.7,,-25.8,,-13.6,,0.4,,,,,,,,34,,38,,0,,37.7,,58,,86,
-112.3,49.8,BARNWELL AGDM,3030525,3030525.2022.1.9,2022-01-09 00:00:00,AB,2022,1,9,-16.6,,-25.8,,-7.5,,0,,,,,,,,,,,,0,,34.6,,56,,92,
-112.3,49.8,BARNWELL AGDM,3030525,3030525.2022.1.10,2022-01-10 00:00:00,AB,2022,1,10,-6.2,,-18.2,,5.8,,0,,,,,,,,24,,95,,0,,24.2,,45,,66,
-112.3,49.8,BARNWELL AGDM,3030525,3030525.2022.1.11,2022-01-11 00:00:00,AB,2022,1,11,4.3,,0.6,,8,,0,,,,,,,,25,,85,,0,,13.7,,52,,72,
-112.3,49.8,BARNWELL AGDM,3030525,3030525.2022.1.12,2022-01-12 00:00:00,AB,2022,1,12,6.1,,2.6,,9.6,,0,,,,,,,,25,,62,,0,,11.9,,55,,85,
-112.3,49.8,BARNWELL AGDM,3030525,3030525.2022.1.13,2022-01-13 00:00:00,AB,2022,1,13,6.6,,0.5,,12.6,,0,,,,,,,,34,,54,,0,,11.4,,42,,92,
-112.3,49.8,BARNWELL AGDM,3030525,3030525.2022.1.14,2022-01-14 00:00:00,AB,2022,1,14,1.8,,-2.2,,5.8,,0,,,,,,,,24,,66,,0,,16.2,,56,,99,
-112.3,49.8,BARNWELL AGDM,3030525,3030525.2022.1.15,2022-01-15 00:00:00,AB,2022,1,15,6,,0.5,,11.4,,0,,,,,,,,24,,80,,0,,12,,42,,74,
-112.3,49.8,BARNWELL AGDM,3030525,3030525.2022.1.16,2022-01-16 00:00:00,AB,2022,1,16,2,,-4.4,,8.4,,0,,,,,,,,24,,58,,0,,16,,48,,93,
-112.3,49.8,BARNWELL AGDM,3030525,3030525.2022.1.17,2022-01-17 00:00:00,AB,2022,1,17,5,,-4.6,,14.7,,0,,,,,,,,34,,73,,0,,13,,25,,86,
-112.3,49.8,BARNWELL AGDM,3030525,3030525.2022.1.18,2022-01-18 00:00:00,AB,2022,1,18,-11.1,,-17.6,,-4.6,,0,,,,,,,,35,,64,,0,,29.1,,70,,88,
-112.3,49.8,BARNWELL AGDM,3030525,3030525.2022.1.19,2022-01-19 00:00:00,AB,2022,1,19,-21.4,,-33.2,,-9.6,,0,,,,,,,,18,,37,,0,,39.4,,66,,82,
-112.3,49.8,BARNWELL AGDM,3030525,3030525.2022.1.20,2022-01-20 00:00:00,AB,2022,1,20,-0.8,,-9.8,,8.2,,0,,,,,,,,25,,77,,0,,18.8,,57,,84,
-112.3,49.8,BARNWELL AGDM,3030525,3030525.2022.1.21,2022-01-21 00:00:00,AB,2022,1,21,3.5,,-0.7,,7.7,,0,,,,,,,,,,,,0,,14.5,,43,,85,
-112.3,49.8,BARNWELL AGDM,3030525,3030525.2022.1.22,2022-01-22 00:00:00,AB,2022,1,22,7.9,,2.7,,13.1,,0,,,,,,,,24,,37,,0,,10.1,,38,,64,
-113.22444694444444,50.02583555555555,BARONS AGCM,3030529,3030529.2022.1.1,2022-01-01 00:00:00,AB,2022,1,1,-20.1,,-35.1,,-5,,0,,,,,,,,24,,85,,0,,38.1,,57,,80,
-113.22444694444444,50.02583555555555,BARONS AGCM,3030529,3030529.2022.1.2,2022-01-02 00:00:00,AB,2022,1,2,-5.1,,-11.5,,1.3,,,M,,,,,,,24,,76,,0,,23.1,,49,,91,
-113.22444694444444,50.02583555555555,BARONS AGCM,3030529,3030529.2022.1.3,2022-01-03 00:00:00,AB,2022,1,3,-17,,-23.6,,-10.5,,0.4,,,,,,,,35,,46,,0,,35,,79,,92,
-113.22444694444444,50.02583555555555,BARONS AGCM,3030529,3030529.2022.1.4,2022-01-04 00:00:00,AB,2022,1,4,-24.8,,-26,,-23.6,,1,,,,,,,,33,,58,,0,,42.8,,62,,79,
-113.22444694444444,50.02583555555555,BARONS AGCM,3030529,3030529.2022.1.5,2022-01-05 00:00:00,AB,2022,1,5,-28.9,,-35.1,,-22.8,,0.9,,,,,,,,,,,,0,,46.9,,65,,76,
-113.22444694444444,50.02583555555555,BARONS AGCM,3030529,3030529.2022.1.6,2022-01-06 00:00:00,AB,2022,1,6,-27,,-33,,-20.9,,0,,,,,,,,,,,,0,,45,,70,,82,
-113.22444694444444,50.02583555555555,BARONS AGCM,3030529,3030529.2022.1.7,2022-01-07 00:00:00,AB,2022,1,7,-21.4,,-22.3,,-20.5,,0,,,,,,,,35,,42,,0,,39.4,,68,,83,
-113.22444694444444,50.02583555555555,BARONS AGCM,3030529,3030529.2022.1.8,2022-01-08 00:00:00,AB,2022,1,8,-15.8,,-26.4,,-5.2,,0.7,,,,,,,,33,,41,,0,,33.8,,67,,79,
-113.22444694444444,50.02583555555555,BARONS AGCM,3030529,3030529.2022.1.9,2022-01-09 00:00:00,AB,2022,1,9,-9.5,,-24,,5,,0,,,,,,,,25,,51,,0,,27.5,,54,,79,
-113.22444694444444,50.02583555555555,BARONS AGCM,3030529,3030529.2022.1.10,2022-01-10 00:00:00,AB,2022,1,10,1.9,,-2.9,,6.7,,0,,,,,,,,23,,82,,0,,16.1,,43,,74,
-113.22444694444444,50.02583555555555,BARONS AGCM,3030529,3030529.2022.1.11,2022-01-11 00:00:00,AB,2022,1,11,3.6,,0.1,,7,,0,,,,,,,,25,,83,,0,,14.4,,53,,73,
-113.22444694444444,50.02583555555555,BARONS AGCM,3030529,3030529.2022.1.12,2022-01-12 00:00:00,AB,2022,1,12,6.5,,2.4,,10.7,,0,,,,,,,,24,,51,,0,,11.5,,35,,84,
-113.22444694444444,50.02583555555555,BARONS AGCM,3030529,3030529.2022.1.13,2022-01-13 00:00:00,AB,2022,1,13,5.3,,0.1,,10.4,,0,,,,,,,,34,,47,,0,,12.7,,58,,92,
-113.22444694444444,50.02583555555555,BARONS AGCM,3030529,3030529.2022.1.14,2022-01-14 00:00:00,AB,2022,1,14,0.8,,-3.8,,5.3,,0,,,,,,,,23,,47,,0,,17.2,,54,,93,
-113.22444694444444,50.02583555555555,BARONS AGCM,3030529,3030529.2022.1.15,2022-01-15 00:00:00,AB,2022,1,15,5,,0.1,,9.9,,0,,,,,,,,24,,68,,0,,13,,48,,69,
-113.22444694444444,50.02583555555555,BARONS AGCM,3030529,3030529.2022.1.16,2022-01-16 00:00:00,AB,2022,1,16,0.9,,-5.5,,7.3,,0,,,,,,,,24,,49,,0,,17.1,,49,,87,
-113.22444694444444,50.02583555555555,BARONS AGCM,3030529,3030529.2022.1.17,2022-01-17 00:00:00,AB,2022,1,17,2.6,,-6.9,,12.1,,,M,,,,,,,29,,70,,0,,15.4,,33,,82,
-113.22444694444444,50.02583555555555,BARONS AGCM,3030529,3030529.2022.1.18,2022-01-18 00:00:00,AB,2022,1,18,-13.9,,-20.8,,-6.9,,1.5,,,,,,,,36,,68,,0,,31.9,,69,,85,
-113.22444694444444,50.02583555555555,BARONS AGCM,3030529,3030529.2022.1.19,2022-01-19 00:00:00,AB,2022,1,19,-19.4,,-24.6,,-14.2,,0,,,,,,,,,,,,0,,37.4,,72,,86,
-113.22444694444444,50.02583555555555,BARONS AGCM,3030529,3030529.2022.1.20,2022-01-20 00:00:00,AB,2022,1,20,-5.4,,-19.2,,8.4,,,M,,,,,,,23,,77,,0,,23.4,,55,,86,
-113.22444694444444,50.02583555555555,BARONS AGCM,3030529,3030529.2022.1.21,2022-01-21 00:00:00,AB,2022,1,21,1.5,,-4.4,,7.4,,0,,,,,,,,19,,32,,0,,16.5,,48,,86,
-113.22444694444444,50.02583555555555,BARONS AGCM,3030529,3030529.2022.1.22,2022-01-22 00:00:00,AB,2022,1,22,6.1,,0.4,,11.8,,0,,,,,,,,26,,45,,0,,11.9,,46,,78,
-112.4650025,50.89250138888889,BASSANO AGCM,3030540,3030540.2022.1.1,2022-01-01 00:00:00,AB,2022,1,1,-19.9,,-35.4,,-4.4,,0,,,,,,,,22,,47,,0,,37.9,,65,,77,
-112.4650025,50.89250138888889,BASSANO AGCM,3030540,3030540.2022.1.2,2022-01-02 00:00:00,AB,2022,1,2,-7.5,,-14.3,,-0.7,,0,,,,,,,,24,,68,,0,,25.5,,55,,91,
-112.4650025,50.89250138888889,BASSANO AGCM,3030540,3030540.2022.1.3,2022-01-03 00:00:00,AB,2022,1,3,-19.3,,-24.2,,-14.3,,0,,,,,,,,34,,56,,0,,37.3,,72,,85,
-112.4650025,50.89250138888889,BASSANO AGCM,3030540,3030540.2022.1.4,2022-01-04 00:00:00,AB,2022,1,4,-27.2,,-30.3,,-24.1,,0,,,,,,,,32,,71,,0,,45.2,,66,,75,
-112.4650025,50.89250138888889,BASSANO AGCM,3030540,3030540.2022.1.5,2022-01-05 00:00:00,AB,2022,1,5,-28.5,,-32.8,,-24.2,,0,,,,,,,,,,,,0,,46.5,,63,,75,
-112.4650025,50.89250138888889,BASSANO AGCM,3030540,3030540.2022.1.6,2022-01-06 00:00:00,AB,2022,1,6,-30.1,,-34.8,,-25.3,,0.5,,,,,,,,,,,,0,,48.1,,68,,77,
-112.4650025,50.89250138888889,BASSANO AGCM,3030540,3030540.2022.1.7,2022-01-07 00:00:00,AB,2022,1,7,-22.6,,-25.3,,-19.9,,0,,,,,,,,33,,69,,0,,40.6,,68,,82,
-112.4650025,50.89250138888889,BASSANO AGCM,3030540,3030540.2022.1.8,2022-01-08 00:00:00,AB,2022,1,8,-24.3,,-28.8,,-19.7,,0,,,,,,,,33,,46,,0,,42.3,,62,,76,
-112.4650025,50.89250138888889,BASSANO AGCM,3030540,3030540.2022.1.9,2022-01-09 00:00:00,AB,2022,1,9,-24.9,,-29,,-20.8,,0,,,,,,,,,,,,0,,42.9,,67,,77,
-112.4650025,50.89250138888889,BASSANO AGCM,3030540,3030540.2022.1.10,2022-01-10 00:00:00,AB,2022,1,10,-8.4,,-22.6,,5.9,,0,,,,,,,,27,,65,,0,,26.4,,50,,90,
-112.4650025,50.89250138888889,BASSANO AGCM,3030540,3030540.2022.1.11,2022-01-11 00:00:00,AB,2022,1,11,1.9,,-1.7,,5.6,,0,,,,,,,,23,,55,,0,,16.1,,61,,78,
-112.4650025,50.89250138888889,BASSANO AGCM,3030540,3030540.2022.1.12,2022-01-12 00:00:00,AB,2022,1,12,1.9,,-1,,4.8,,0,,,,,,,,25,,44,,0,,16.1,,70,,85,
-112.4650025,50.89250138888889,BASSANO AGCM,3030540,3030540.2022.1.13,2022-01-13 00:00:00,AB,2022,1,13,-1.2,,-5.7,,3.3,,0,,,,,,,,32,,66,,0,,19.2,,75,,94,
-112.4650025,50.89250138888889,BASSANO AGCM,3030540,3030540.2022.1.14,2022-01-14 00:00:00,AB,2022,1,14,-5.6,,-11.2,,0,,0,,,,,,,,33,,39,,0,,23.6,,82,,95,
-112.4650025,50.89250138888889,BASSANO AGCM,3030540,3030540.2022.1.15,2022-01-15 00:00:00,AB,2022,1,15,-0.6,,-6.8,,5.6,,0,,,,,,,,26,,45,,0,,18.6,,59,,89,
-112.4650025,50.89250138888889,BASSANO AGCM,3030540,3030540.2022.1.16,2022-01-16 00:00:00,AB,2022,1,16,-2.2,,-7.4,,2.9,,0,,,,,,,,24,,34,,0,,20.2,,64,,92,
-112.4650025,50.89250138888889,BASSANO AGCM,3030540,3030540.2022.1.17,2022-01-17 00:00:00,AB,2022,1,17,-1.7,,-11,,7.6,,0,,,,,,,,34,,107,,0,,19.7,,60,,93,
-112.4650025,50.89250138888889,BASSANO AGCM,3030540,3030540.2022.1.18,2022-01-18 00:00:00,AB,2022,1,18,-17.1,,-23.2,,-11,,0,,,,,,,,34,,92,,0,,35.1,,66,,80,
-112.4650025,50.89250138888889,BASSANO AGCM,3030540,3030540.2022.1.19,2022-01-19 00:00:00,AB,2022,1,19,-20.1,,-28.3,,-12,,0,,,,,,,,16,,35,,0,,38.1,,69,,84,
-112.4650025,50.89250138888889,BASSANO AGCM,3030540,3030540.2022.1.20,2022-01-20 00:00:00,AB,2022,1,20,-7.8,,-21.4,,5.7,,0,,,,,,,,29,,52,,0,,25.8,,57,,86,
-112.4650025,50.89250138888889,BASSANO AGCM,3030540,3030540.2022.1.21,2022-01-21 00:00:00,AB,2022,1,21,0.4,,-4.1,,4.9,,0,,,,,,,,32,,43,,0,,17.6,,61,,88,
-112.4650025,50.89250138888889,BASSANO AGCM,3030540,3030540.2022.1.22,2022-01-22 00:00:00,AB,2022,1,22,3.5,,-1.7,,8.6,,0,,,,,,,,25,,42,,0,,14.5,,59,,87,
-114.15166722222222,50.70666888888889,BLACK DIAMOND,3030680,3030680.2022.1.1,2022-01-01 00:00:00,AB,2022,1,1,-17.9,,-30.6,,-5.1,,0,,,,,,,,,,,,0,,35.9,,62,,78,
-114.15166722222222,50.70666888888889,BLACK DIAMOND,3030680,3030680.2022.1.2,2022-01-02 00:00:00,AB,2022,1,2,-5.6,,-12.6,,1.5,,,M,,,,,,,25,,76,,0,,23.6,,35,,90,
-114.15166722222222,50.70666888888889,BLACK DIAMOND,3030680,3030680.2022.1.3,2022-01-03 00:00:00,AB,2022,1,3,-18.7,,-24.8,,-12.6,,0.4,,,,,,,,,M,38,,0,,36.7,,66,,87,
-114.15166722222222,50.70666888888889,BLACK DIAMOND,3030680,3030680.2022.1.4,2022-01-04 00:00:00,AB,2022,1,4,-26.2,,-28.8,,-23.5,,0,,,,,,,,36,,33,,0,,44.2,,56,,74,
-114.15166722222222,50.70666888888889,BLACK DIAMOND,3030680,3030680.2022.1.5,2022-01-05 00:00:00,AB,2022,1,5,-28.3,,-33.9,,-22.8,,0.9,,,,,,,,,,,,0,,46.3,,60,,74,
-114.15166722222222,50.70666888888889,BLACK DIAMOND,3030680,3030680.2022.1.6,2022-01-06 00:00:00,AB,2022,1,6,-30.1,,-35.1,,-25.1,,0,,,,,,,,,,,,0,,48.1,,69,,77,
-114.15166722222222,50.70666888888889,BLACK DIAMOND,3030680,3030680.2022.1.7,2022-01-07 00:00:00,AB,2022,1,7,-23.4,,-26,,-20.8,,0,,,,,,,,,,,,0,,41.4,,72,,79,
-114.15166722222222,50.70666888888889,BLACK DIAMOND,3030680,3030680.2022.1.8,2022-01-08 00:00:00,AB,2022,1,8,-22.1,,-29.4,,-14.8,,1,,,,,,,,,,,,0,,40.1,,63,,80,
-114.15166722222222,50.70666888888889,BLACK DIAMOND,3030680,3030680.2022.1.9,2022-01-09 00:00:00,AB,2022,1,9,-11.8,,-23.7,,0,,0,,,,,,,,,,,,0,,29.8,,62,,84,
-114.15166722222222,50.70666888888889,BLACK DIAMOND,3030680,3030680.2022.1.10,2022-01-10 00:00:00,AB,2022,1,10,1.7,,-5.3,,8.8,,,M,,,,,,,26,,52,,0,,16.3,,32,,74,
-114.15166722222222,50.70666888888889,BLACK DIAMOND,3030680,3030680.2022.1.11,2022-01-11 00:00:00,AB,2022,1,11,1.9,,-5.3,,9.1,,0,,,,,,,,26,,70,,0,,16.1,,32,,65,
-114.15166722222222,50.70666888888889,BLACK DIAMOND,3030680,3030680.2022.1.12,2022-01-12 00:00:00,AB,2022,1,12,2.9,,-2.4,,8.1,,0,,,,,,,,23,,47,,0,,15.1,,41,,73,
-114.15166722222222,50.70666888888889,BLACK DIAMOND,3030680,3030680.2022.1.13,2022-01-13 00:00:00,AB,2022,1,13,0.9,,-5.9,,7.7,,0,,,,,,,,35,,34,,0,,17.1,,55,,88,
-114.15166722222222,50.70666888888889,BLACK DIAMOND,3030680,3030680.2022.1.14,2022-01-14 00:00:00,AB,2022,1,14,0.5,,-2.9,,4,,0,,,,,,,,22,,33,,0,,17.5,,56,,92,
-114.15166722222222,50.70666888888889,BLACK DIAMOND,3030680,3030680.2022.1.15,2022-01-15 00:00:00,AB,2022,1,15,1.5,,-4.3,,7.3,,0,,,,,,,,23,,36,,0,,16.5,,47,,72,
-114.15166722222222,50.70666888888889,BLACK DIAMOND,3030680,3030680.2022.1.16,2022-01-16 00:00:00,AB,2022,1,16,-2.3,,-10.1,,5.6,,0,,,,,,,,,,,,0,,20.3,,51,,78,
-114.15166722222222,50.70666888888889,BLACK DIAMOND,3030680,3030680.2022.1.17,2022-01-17 00:00:00,AB,2022,1,17,1.4,,-7.6,,10.4,,0,,,,,,,,29,,56,,0,,16.6,,41,,83,
-114.15166722222222,50.70666888888889,BLACK DIAMOND,3030680,3030680.2022.1.18,2022-01-18 00:00:00,AB,2022,1,18,-16.2,,-24.8,,-7.6,,1.2,,,,,,,,36,,47,,0,,34.2,,69,,85,
-114.15166722222222,50.70666888888889,BLACK DIAMOND,3030680,3030680.2022.1.19,2022-01-19 00:00:00,AB,2022,1,19,-19.7,,-28.6,,-10.8,,0,,,,,,,,,,,,0,,37.7,,58,,86,
-114.15166722222222,50.70666888888889,BLACK DIAMOND,3030680,3030680.2022.1.20,2022-01-20 00:00:00,AB,2022,1,20,-2,,-13,,9.1,,0,,,,,,,,28,,55,,0,,20,,38,,83,
-114.15166722222222,50.70666888888889,BLACK DIAMOND,3030680,3030680.2022.1.21,2022-01-21 00:00:00,AB,2022,1,21,-0.8,,-7.1,,5.6,,0,,,,,,,,,,,,0,,18.8,,50,,82,
-114.15166722222222,50.70666888888889,BLACK DIAMOND,3030680,3030680.2022.1.22,2022-01-22 00:00:00,AB,2022,1,22,2.1,,-5.7,,9.9,,0,,,,,,,,,,,,0,,15.9,,37,,79,
-113.64027777777778,50.54557888888889,BLACKIE AGCM,3030690,3030690.2022.1.1,2022-01-01 00:00:00,AB,2022,1,1,-19.6,,-37.2,,-2,,,M,,,,,,,,M,48,,0,,37.6,,57,,78,
-113.64027777777778,50.54557888888889,BLACKIE AGCM,3030690,3030690.2022.1.2,2022-01-02 00:00:00,AB,2022,1,2,-6.5,,-13.1,,0.1,,,M,,,,,,,,M,70,,0,,24.5,,49,,92,
-113.64027777777778,50.54557888888889,BLACKIE AGCM,3030690,3030690.2022.1.3,2022-01-03 00:00:00,AB,2022,1,3,-18.7,,-24.4,,-13.1,,0.4,,,,,,,,,M,42,,0,,36.7,,73,,90,
-113.64027777777778,50.54557888888889,BLACKIE AGCM,3030690,3030690.2022.1.4,2022-01-04 00:00:00,AB,2022,1,4,-27.4,,-30.5,,-24.4,,,M,,,,,,,,M,47,,0,,45.4,,62,,75,
-113.64027777777778,50.54557888888889,BLACKIE AGCM,3030690,3030690.2022.1.5,2022-01-05 00:00:00,AB,2022,1,5,-28.4,,-34.3,,-22.5,,,M,,,,,,,,,,,0,,46.4,,65,,76,
-113.64027777777778,50.54557888888889,BLACKIE AGCM,3030690,3030690.2022.1.6,2022-01-06 00:00:00,AB,2022,1,6,-30.3,,-36.7,,-23.9,,,M,,,,,,,,,,,0,,48.3,,66,,80,
-113.64027777777778,50.54557888888889,BLACKIE AGCM,3030690,3030690.2022.1.7,2022-01-07 00:00:00,AB,2022,1,7,-23.5,,-24.9,,-22.1,,,M,,,,,,,,M,34,,0,,41.5,,72,,81,
-113.64027777777778,50.54557888888889,BLACKIE AGCM,3030690,3030690.2022.1.8,2022-01-08 00:00:00,AB,2022,1,8,-23.5,,-28.3,,-18.7,,,M,,,,,,,,,,,0,,41.5,,66,,81,
-113.64027777777778,50.54557888888889,BLACKIE AGCM,3030690,3030690.2022.1.9,2022-01-09 00:00:00,AB,2022,1,9,-12.5,,-25.8,,0.8,,,M,,,,,,,,,,,0,,30.5,,62,,81,
-113.64027777777778,50.54557888888889,BLACKIE AGCM,3030690,3030690.2022.1.10,2022-01-10 00:00:00,AB,2022,1,10,3.3,,-0.8,,7.5,,,M,,,,,,,,M,79,,0,,14.7,,39,,67,
-113.64027777777778,50.54557888888889,BLACKIE AGCM,3030690,3030690.2022.1.11,2022-01-11 00:00:00,AB,2022,1,11,3.2,,-0.9,,7.3,,0,,,,,,,,,M,50,,0,,14.8,,51,,70,
-113.64027777777778,50.54557888888889,BLACKIE AGCM,3030690,3030690.2022.1.12,2022-01-12 00:00:00,AB,2022,1,12,3.6,,-0.5,,7.8,,0,,,,,,,,,M,42,,0,,14.4,,44,,82,
-113.64027777777778,50.54557888888889,BLACKIE AGCM,3030690,3030690.2022.1.13,2022-01-13 00:00:00,AB,2022,1,13,-1.8,,-7,,3.4,,,M,,,,,,,,M,50,,0,,19.8,,76,,98,
-113.64027777777778,50.54557888888889,BLACKIE AGCM,3030690,3030690.2022.1.14,2022-01-14 00:00:00,AB,2022,1,14,-0.5,,-5.7,,4.7,,,M,,,,,,,,M,38,,0,,18.5,,56,,93,
-113.64027777777778,50.54557888888889,BLACKIE AGCM,3030690,3030690.2022.1.15,2022-01-15 00:00:00,AB,2022,1,15,2.1,,-3.5,,7.7,,,M,,,,,,,,M,36,,0,,15.9,,48,,78,
-113.64027777777778,50.54557888888889,BLACKIE AGCM,3030690,3030690.2022.1.16,2022-01-16 00:00:00,AB,2022,1,16,-3.3,,-10.5,,3.8,,,M,,,,,,,,M,32,,0,,21.3,,67,,89,
-113.64027777777778,50.54557888888889,BLACKIE AGCM,3030690,3030690.2022.1.17,2022-01-17 00:00:00,AB,2022,1,17,0.3,,-9.1,,9.6,,,M,,,,,,,,M,69,,0,,17.7,,43,,89,
-113.64027777777778,50.54557888888889,BLACKIE AGCM,3030690,3030690.2022.1.18,2022-01-18 00:00:00,AB,2022,1,18,-14.7,,-20.4,,-9.1,,0.4,,,,,,,,,M,63,,0,,32.7,,73,,85,
-113.64027777777778,50.54557888888889,BLACKIE AGCM,3030690,3030690.2022.1.19,2022-01-19 00:00:00,AB,2022,1,19,-18.9,,-23.7,,-14.1,,0,,,,,,,,,,,,0,,36.9,,76,,85,
-113.64027777777778,50.54557888888889,BLACKIE AGCM,3030690,3030690.2022.1.20,2022-01-20 00:00:00,AB,2022,1,20,-5.3,,-18.6,,8.1,,0,,,,,,,,,M,45,,0,,23.3,,53,,84,
-113.64027777777778,50.54557888888889,BLACKIE AGCM,3030690,3030690.2022.1.21,2022-01-21 00:00:00,AB,2022,1,21,-0.3,,-5.2,,4.6,,0,,,,,,,,,,,,0,,18.3,,60,,88,
-113.64027777777778,50.54557888888889,BLACKIE AGCM,3030690,3030690.2022.1.22,2022-01-22 00:00:00,AB,2022,1,22,4,,-2.2,,10.2,,0,,,,,,,,,,,,0,,14,,49,,88,
-113.05,49.56666666666667,BLOOD TRIBE AGDM,3030720,3030720.2022.1.1,2022-01-01 00:00:00,AB,2022,1,1,-15.8,,-27.4,,-4.3,,0,,,,,,,,27,,103,,0,,33.8,,54,,70,
-113.05,49.56666666666667,BLOOD TRIBE AGDM,3030720,3030720.2022.1.2,2022-01-02 00:00:00,AB,2022,1,2,-5.7,,-11.9,,0.5,,0,,,,,,,,26,,90,,0,,23.7,,50,,91,
-113.05,49.56666666666667,BLOOD TRIBE AGDM,3030720,3030720.2022.1.3,2022-01-03 00:00:00,AB,2022,1,3,-15.7,,-22.9,,-8.5,,0,,,,,,,,1,,41,,0,,33.7,,79,,92,
-113.05,49.56666666666667,BLOOD TRIBE AGDM,3030720,3030720.2022.1.4,2022-01-04 00:00:00,AB,2022,1,4,-24.7,,-26.5,,-22.9,,0.4,,,,,,,,1,,45,,0,,42.7,,62,,79,
